Promotion_Opportunities_V24,Job_Interest_V25,No_Work_Life_Balance_V38,Management_Relation_V42,Workplace_Relation_V43,PCA1,PCA2,Job_Satisfaction_V44
4,4,2,2,2,1.9126178852843085,0.20093830971835414,5
5,3,4,2,1,0.8785244249260069,1.8454752774999412,3
4,2,4,3,3,2.151195249032176,0.057790187010414586,4
2,1,3,2,2,-0.5359177302080068,-1.1752300179992938,2
2,2,4,2,1,-0.8252814733761675,0.32569544018816965,2
3,2,4,2,3,1.072165612784501,0.03467641017031523,3
2,2,3,2,2,-0.0028470459492667376,-0.7125665212193858,3
2,2,5,1,1,-1.582899458296504,1.3715201665020096,2
4,3,3,2,1,0.5571127735986678,0.7765367743460022,3
4,1,2,2,1,-0.4401951748983401,-0.8653566088571311,3
3,2,3,1,1,-1.0549875469077477,0.29075950072599516,2
2,2,4,2,1,-0.8252814733761675,0.32569544018816965,2
3,2,5,2,2,0.24973118535760008,1.0729383715778706,1
5,1,5,1,1,-0.9452349285118093,1.9659730102539656,2
4,2,4,2,3,1.4624106841323123,0.3870485236809365,2
3,2,3,1,2,-0.3013865395013191,-0.03093607103824266,3
3,2,3,2,2,0.3873980253985447,-0.3601944077087647,3
3,2,3,2,2,0.3873980253985447,-0.3601944077087647,3
5,3,3,2,2,1.7009588523529076,0.8072133160923858,4
2,1,2,2,2,-0.4670843101875345,-1.8917964076426115,2
3,1,2,2,2,-0.07683923883972305,-1.5394242941319902,2
3,3,5,1,1,-0.6595837026899521,2.1865557767925385,4
3,1,4,2,2,-0.2145060788806677,-0.1062915148453546,3
1,2,1,1,1,-1.697810849562426,-1.8471175055818827,1
2,2,4,1,1,-1.5140660382760316,0.6549537768586917,2
3,1,3,1,1,-1.588058231166488,-0.1719039960539125,2
2,2,2,1,1,-1.376399198235087,-0.7781790024279437,3
4,2,3,2,2,0.7776430967463562,-0.007822294198143334,1
2,2,2,2,1,-0.6876146333352229,-1.1074373390984658,2
2,3,5,1,2,-0.2962277666313352,1.5124880915176793,5
4,1,3,2,1,-0.5090285949188124,-0.14879021921381314,2
3,1,3,2,2,-0.14567265886019537,-0.8228579044886722,2
2,2,3,2,1,-0.7564480533556952,-0.390870949455148,3
4,2,3,2,2,0.7776430967463562,-0.007822294198143334,3
2,1,3,2,2,-0.5359177302080068,-1.1752300179992938,2
2,1,4,1,2,-1.293535715128343,-0.12940529168545395,2
3,2,5,2,2,0.24973118535760008,1.0729383715778706,2
1,1,3,1,1,-2.3685483738621107,-0.8766482230751548,2
4,1,5,1,2,-0.5818789924531924,1.2919053249791064,3
4,1,4,2,1,-0.5778620149392847,0.5677761704295046,2
2,1,2,2,2,-0.4670843101875345,-1.8917964076426115,2
2,2,2,1,1,-1.376399198235087,-0.7781790024279437,3
2,1,3,1,1,-1.9783033025142993,-0.5242761095645339,2
3,2,5,3,2,0.9385157502574639,0.7436800349073489,3
4,2,3,2,2,0.7776430967463562,-0.007822294198143334,3
3,2,3,2,2,0.3873980253985447,-0.3601944077087647,3
3,2,5,2,2,0.24973118535760008,1.0729383715778706,3
2,2,5,1,1,-1.582899458296504,1.3715201665020096,1
3,2,2,2,1,-0.2973695619874115,-0.7550652255878445,2
3,3,3,2,2,0.9204687096572848,0.10246908907114305,4
2,1,3,1,1,-1.9783033025142993,-0.5242761095645339,1
2,2,4,2,2,-0.0716804659697391,0.003999868423931804,2
2,1,3,2,2,-0.5359177302080068,-1.1752300179992938,2
3,1,3,2,1,-0.8992736662666239,-0.5011623327244344,3
3,1,2,3,2,0.6119453260601408,-1.8686826308025122,5
2,1,3,1,1,-1.9783033025142993,-0.5242761095645339,3
5,4,3,2,2,2.2340295366116476,1.269876812872293,3
4,1,4,2,2,0.1757389924671438,0.24608059866526671,3
2,1,4,2,2,-0.6047511502284791,-0.45866362835597596,2
3,1,2,2,2,-0.07683923883972305,-1.5394242941319902,4
4,1,2,2,2,0.3134058325080884,-1.187052180621369,2
4,2,3,2,2,0.7776430967463562,-0.007822294198143334,4
2,2,5,2,2,-0.14051388599021142,0.7205662580672496,3
5,4,4,4,4,5.04996726120376,0.6845353856460914,4
2,2,4,1,1,-1.5140660382760316,0.6549537768586917,2
2,1,4,2,2,-0.6047511502284791,-0.45866362835597596,2
1,1,2,2,2,-0.8573293815353459,-2.2441685211532327,2
4,1,2,2,3,1.067006839914517,-1.5087477523856068,3
4,2,3,1,1,-0.6647424755599362,0.6431316142366166,2
4,3,5,2,2,1.1730469409641517,1.8879739818683996,3
2,1,3,2,2,-0.5359177302080068,-1.1752300179992938,2
3,2,4,2,2,0.31856460537807235,0.35637198193455305,3
3,2,2,4,1,1.0801995678123162,-1.4135818989288884,5
3,2,3,1,1,-1.0549875469077477,0.29075950072599516,3
4,4,2,2,2,1.9126178852843085,0.20093830971835414,5
3,1,4,3,3,1.2278794934256245,-0.7572454232801143,3
4,2,4,2,1,-0.044791330680544666,1.0304396672094123,1
5,2,5,1,1,-0.41216424425306925,2.428636507033873,3
5,2,3,4,2,2.545457297893895,-0.31396685402856617,3
1,1,4,1,1,-2.437381793882583,-0.16008183343183724,2
4,2,3,2,1,0.024042089339927717,0.3138732775660945,3
3,1,4,1,1,-1.6568916511869602,0.5446623935894053,2
3,2,4,2,1,-0.43503640202835614,0.678067553698791,2
5,2,3,2,2,1.1678881680941677,0.3445498193124778,1
4,2,2,2,1,0.09287550936040004,-0.40269311207722325,3
2,1,5,2,2,-0.6735845702489514,0.25790276128734174,1
5,2,3,2,2,1.1678881680941677,0.3445498193124778,3
2,2,3,2,1,-0.7564480533556952,-0.390870949455148,3
3,1,2,2,3,0.6767617685667056,-1.861119865896228,3
3,2,1,4,3,2.6562350026456456,-2.773539432100682,4
2,2,3,2,2,-0.0028470459492667376,-0.7125665212193858,3
3,2,3,2,2,0.3873980253985447,-0.3601944077087647,4
2,3,3,2,2,0.5302236383094733,-0.24990302443947823,3
3,1,5,2,3,0.47026150850528853,0.2885793030337252,4
4,4,5,4,4,4.590888769835476,1.0487296617787876,3
1,1,5,2,2,-1.063829641596763,-0.09446935222327935,2
2,2,2,2,2,0.06598637407120558,-1.4291329108627038,3
3,2,4,2,2,0.31856460537807235,0.35637198193455305,3
4,5,4,3,2,2.996806294401968,1.7674762491143756,7
3,2,2,2,2,0.45623144541901706,-1.0767607973520823,3
3,1,3,2,2,-0.14567265886019537,-0.8228579044886722,2
2,2,5,2,2,-0.14051388599021142,0.7205662580672496,2
3,1,3,2,2,-0.14567265886019537,-0.8228579044886722,3
3,2,2,3,2,1.145016010318881,-1.4060191340226045,5
2,1,5,2,2,-0.6735845702489514,0.25790276128734174,2
3,2,4,2,1,-0.43503640202835614,0.678067553698791,3
2,3,2,3,3,2.041442630636238,-1.6174233225175558,3
4,3,5,1,1,-0.2693386313421407,2.5389278903031594,2
5,1,5,3,3,1.9395362161007752,0.6640651933844457,1
2,1,4,2,1,-1.3583521576349078,-0.13696805659173805,3
4,2,1,2,2,0.9153099367873009,-1.440955073484779,3
2,2,4,2,2,-0.0716804659697391,0.003999868423931804,3
2,1,2,2,1,-1.2206853175939631,-1.5701008358783735,3
4,3,4,2,3,1.9954813683910524,0.8497120204608442,2
2,1,5,1,1,-2.115970142555244,0.9088566697221017,1
3,1,2,2,1,-0.8304402462461515,-1.2177287223677522,2
3,2,4,2,1,-0.43503640202835614,0.678067553698791,2
1,1,2,2,2,-0.8573293815353459,-2.2441685211532327,3
4,1,4,2,2,0.1757389924671438,0.24608059866526671,2
5,4,5,2,1,1.3427616891642744,3.024705163923166,3
3,1,4,2,3,0.5390949285257609,-0.4279870866095925,3
3,1,2,2,2,-0.07683923883972305,-1.5394242941319902,3
4,3,5,1,1,-0.2693386313421407,2.5389278903031594,3
3,1,4,2,1,-0.9681070862870962,0.21540405691888329,2
5,2,5,1,1,-0.41216424425306925,2.428636507033873,2
2,1,2,2,1,-1.2206853175939631,-1.5701008358783735,2
3,2,3,2,1,-0.3662029820078838,-0.03849883594452679,3
3,2,3,1,1,-1.0549875469077477,0.29075950072599516,2
5,5,5,2,2,2.6294333808294432,3.1656730889388363,4
5,2,1,2,1,0.5519540007286838,-0.7668873882099196,5
3,1,2,3,3,1.3655463334665692,-2.19037820256675,3
4,2,3,3,3,2.2200286690526485,-0.6587762026329032,3
2,2,4,3,2,0.6171040989301247,-0.3252584682465902,3
2,2,3,2,2,-0.0028470459492667376,-0.7125665212193858,3
3,2,4,2,1,-0.43503640202835614,0.678067553698791,3
2,2,4,2,1,-0.8252814733761675,0.32569544018816965,2
2,3,3,2,1,-0.2233773690969553,0.07179254732475963,4
2,2,3,2,2,-0.0028470459492667376,-0.7125665212193858,4
4,2,3,4,4,3.662414241358941,-1.309730111067663,3
1,1,3,2,2,-0.9261628015558182,-1.5276021315099149,2
3,1,2,1,1,-1.5192248111460156,-0.8884703856972301,3
3,2,3,4,4,3.2721691700111295,-1.6621022245782844,2
4,3,4,2,1,0.4882793535781954,1.49310316398932,3
2,1,2,2,2,-0.4670843101875345,-1.8917964076426115,2
4,1,3,2,1,-0.5090285949188124,-0.14879021921381314,3
3,2,3,2,1,-0.3662029820078838,-0.03849883594452679,2
4,2,4,2,2,0.7088096767258839,0.7087440954451745,3
3,2,2,3,2,1.145016010318881,-1.4060191340226045,3
1,1,3,1,1,-2.3685483738621107,-0.8766482230751548,1
4,3,1,2,2,1.4483806210460408,-0.978291576704871,3
3,3,3,2,2,0.9204687096572848,0.10246908907114305,3
5,2,5,2,2,1.030221328053223,1.7776825985991132,2
2,1,2,2,1,-1.2206853175939631,-1.5701008358783735,3
3,1,3,2,2,-0.14567265886019537,-0.8228579044886722,3
2,1,3,2,1,-1.2895187376144355,-0.8535344462350559,2
2,2,5,1,2,-0.8292984508900753,1.0498245947377716,1
3,2,3,1,1,-1.0549875469077477,0.29075950072599516,3
3,2,3,2,2,0.3873980253985447,-0.3601944077087647,4
4,2,2,2,1,0.09287550936040004,-0.40269311207722325,3
3,1,3,1,1,-1.588058231166488,-0.1719039960539125,3
3,2,3,3,2,1.0761825902984086,-0.6894527443792865,5
3,2,3,1,1,-1.0549875469077477,0.29075950072599516,3
3,1,4,1,2,-0.9032906437805316,0.22296682182516742,2
3,1,4,2,2,-0.2145060788806677,-0.1062915148453546,3
1,1,3,1,1,-2.3685483738621107,-0.8766482230751548,3
2,1,3,2,2,-0.5359177302080068,-1.1752300179992938,2
4,2,3,2,2,0.7776430967463562,-0.007822294198143334,4
2,2,3,2,2,-0.0028470459492667376,-0.7125665212193858,3
3,1,5,2,1,-1.0369405063075685,0.931970446562201,2
3,3,3,2,2,0.9204687096572848,0.10246908907114305,3
3,2,5,1,1,-1.1926543869486923,1.7238922800126308,1
1,1,4,2,2,-0.9949962215762905,-0.811035741866597,2
3,1,4,2,1,-0.9681070862870962,0.21540405691888329,1
4,1,3,4,2,1.6221415422873438,-1.129002464319095,3
1,1,5,1,1,-2.5062152139030553,0.5564845562114805,1
3,2,3,3,2,1.0761825902984086,-0.6894527443792865,3
3,2,3,2,2,0.3873980253985447,-0.3601944077087647,2
1,1,3,1,1,-2.3685483738621107,-0.8766482230751548,2
3,1,2,1,1,-1.5192248111460156,-0.8884703856972301,3
5,2,5,2,2,1.030221328053223,1.7776825985991132,3
2,1,3,2,2,-0.5359177302080068,-1.1752300179992938,3
5,1,4,3,3,2.0083696361212477,-0.05250119625887186,2
2,1,4,1,2,-1.293535715128343,-0.12940529168545395,1
3,2,2,2,2,0.45623144541901706,-1.0767607973520823,3
1,1,3,1,1,-2.3685483738621107,-0.8766482230751548,2
3,2,5,1,1,-1.1926543869486923,1.7238922800126308,2
2,2,4,5,4,3.5018752435427096,-1.62716628511611,4
2,1,2,1,1,-1.909469882493827,-1.2408424992078513,1
2,1,1,1,1,-1.8406364624733547,-1.9574088888511694,2
3,4,4,2,2,1.3847059738955523,1.2816989754943684,3
3,1,3,2,1,-0.8992736662666239,-0.5011623327244344,2
4,3,4,2,1,0.4882793535781954,1.49310316398932,4
4,1,3,2,2,0.24457241248761613,-0.47048579097805104,3
4,1,2,2,2,0.3134058325080884,-1.187052180621369,2
3,2,4,2,2,0.31856460537807235,0.35637198193455305,2
4,3,4,3,3,2.6842659332909165,0.5204536837903223,4
5,2,4,1,1,-0.34333082423259703,1.7120701173905557,3
2,2,3,3,3,1.4395385263570255,-1.3635204296541457,3
3,2,3,4,2,1.7649671551982724,-1.0187110810498086,3
3,3,3,2,2,0.9204687096572848,0.10246908907114305,3
3,1,4,3,2,0.47427848601919614,-0.4355498515158766,3
2,2,3,2,2,-0.0028470459492667376,-0.7125665212193858,3
1,2,5,1,1,-1.9731445296443153,1.019148052991388,1
3,2,3,2,2,0.3873980253985447,-0.3601944077087647,2
2,1,3,1,3,-0.47110128770144216,-1.1676672530930094,2
2,1,3,2,2,-0.5359177302080068,-1.1752300179992938,3
4,2,4,2,2,0.7088096767258839,0.7087440954451745,3
2,1,3,1,1,-1.9783033025142993,-0.5242761095645339,1
3,2,3,2,1,-0.3662029820078838,-0.03849883594452679,3
5,4,2,3,2,2.9916475215319838,0.22405208655845338,5
2,2,4,2,2,-0.0716804659697391,0.003999868423931804,3
3,1,3,2,1,-0.8992736662666239,-0.5011623327244344,2
3,3,3,2,2,0.9204687096572848,0.10246908907114305,3
2,2,5,2,1,-0.8941148933966399,1.0422618298314874,2
2,1,2,2,2,-0.4670843101875345,-1.8917964076426115,3
3,2,3,2,2,0.3873980253985447,-0.3601944077087647,3
5,1,5,3,2,1.1859352086943467,0.9857607651486836,3
3,1,3,1,1,-1.588058231166488,-0.1719039960539125,2
1,1,4,2,1,-1.7485972289827192,-0.4893401701023592,3
3,2,3,2,2,0.3873980253985447,-0.3601944077087647,4
2,1,3,1,1,-1.9783033025142993,-0.5242761095645339,1
2,1,3,3,3,0.9064678420982856,-1.8261839264340536,2
2,2,5,1,2,-0.8292984508900753,1.0498245947377716,2
3,2,3,2,2,0.3873980253985447,-0.3601944077087647,4
2,2,3,1,1,-1.4452326182555593,-0.061612612784626035,2
4,1,4,3,3,1.6181245647734361,-0.40487330976949315,3
2,1,5,1,1,-2.115970142555244,0.9088566697221017,2
3,3,4,2,1,0.09803428223038393,1.1407310504786987,4
2,2,5,2,2,-0.14051388599021142,0.7205662580672496,1
4,2,3,1,2,0.08885853184649234,0.3214360424723786,3
4,2,3,2,2,0.7776430967463562,-0.007822294198143334,1
2,1,4,1,2,-1.293535715128343,-0.12940529168545395,1
3,2,2,1,1,-0.9861541268872753,-0.42580688891732255,4
3,3,4,3,3,2.2940208619431046,0.16808157027970091,2
2,1,3,2,1,-1.2895187376144355,-0.8535344462350559,2
3,1,3,1,1,-1.588058231166488,-0.1719039960539125,1
4,2,4,3,2,1.3975942416257476,0.3794857587746524,3
3,2,4,2,2,0.31856460537807235,0.35637198193455305,3
2,1,4,1,1,-2.0471367225347716,0.19229028007878393,2
4,4,5,2,2,1.7061176252228916,2.350637478648307,4
4,1,4,1,1,-1.2666465798391486,0.8970345071000265,2
2,1,3,2,2,-0.5359177302080068,-1.1752300179992938,2
5,2,3,2,2,1.1678881680941677,0.3445498193124778,3
3,2,3,1,1,-1.0549875469077477,0.29075950072599516,2
4,1,3,1,1,-1.1978131598186763,0.18046811745670885,2
2,1,3,1,1,-1.9783033025142993,-0.5242761095645339,2
3,2,2,3,2,1.145016010318881,-1.4060191340226045,4
4,1,3,4,3,2.3757425496937725,-1.4506980360833328,2
3,3,2,2,2,0.9893021296777571,-0.6140973005721747,2
4,2,1,2,2,0.9153099367873009,-1.440955073484779,2
3,1,3,1,1,-1.588058231166488,-0.1719039960539125,2
4,1,4,1,1,-1.2666465798391486,0.8970345071000265,1
4,1,3,1,1,-1.1978131598186763,0.18046811745670885,2
3,1,5,1,1,-1.7257250712074326,1.2612287832327231,2
4,2,3,2,2,0.7776430967463562,-0.007822294198143334,3
3,2,4,2,2,0.31856460537807235,0.35637198193455305,2
5,2,5,4,2,2.407790457852951,1.1191659252580692,4
2,2,4,2,2,-0.0716804659697391,0.003999868423931804,3
4,2,5,2,1,-0.11362475070101699,1.74700605685273,3
2,2,3,2,2,-0.0028470459492667376,-0.7125665212193858,3
5,2,2,1,1,-0.20566398419165235,0.2789373381039199,2
3,2,3,1,2,-0.3013865395013191,-0.03093607103824266,3
4,2,2,2,1,0.09287550936040004,-0.40269311207722325,3
3,2,3,1,1,-1.0549875469077477,0.29075950072599516,3
3,2,2,2,2,0.45623144541901706,-1.0767607973520823,4
3,1,3,2,2,-0.14567265886019537,-0.8228579044886722,3
2,2,3,1,2,-0.6916316108491306,-0.38330818454886395,2
2,1,3,2,1,-1.2895187376144355,-0.8535344462350559,3
3,2,3,3,2,1.0761825902984086,-0.6894527443792865,3
3,1,3,4,2,1.2318964709395324,-1.4813745778297163,3
5,1,3,1,1,-0.8075680884708647,0.5328402309673301,3
2,1,3,1,1,-1.9783033025142993,-0.5242761095645339,3
3,1,4,1,2,-0.9032906437805316,0.22296682182516742,3
5,2,2,2,2,1.2367215881146398,-0.37201657033083996,6
5,2,2,2,2,1.2367215881146398,-0.37201657033083996,3
2,1,3,2,2,-0.5359177302080068,-1.1752300179992938,3
4,2,3,2,1,0.024042089339927717,0.3138732775660945,2
2,1,2,1,1,-1.909469882493827,-1.2408424992078513,2
4,2,4,2,1,-0.044791330680544666,1.0304396672094123,3
3,2,3,2,2,0.3873980253985447,-0.3601944077087647,3
5,1,4,2,2,0.5659840638149554,0.598452712175888,3
2,2,3,1,2,-0.6916316108491306,-0.38330818454886395,2
2,1,4,2,2,-0.6047511502284791,-0.45866362835597596,2
3,3,5,1,1,-0.6595837026899521,2.1865557767925385,2
4,3,1,3,2,2.137165185945905,-1.3075499133753932,4
3,1,3,1,1,-1.588058231166488,-0.1719039960539125,2
3,2,4,2,2,0.31856460537807235,0.35637198193455305,3
3,2,4,2,2,0.31856460537807235,0.35637198193455305,3
3,1,4,1,1,-1.6568916511869602,0.5446623935894053,1
3,1,3,2,2,-0.14567265886019537,-0.8228579044886722,3
4,2,5,2,1,-0.11362475070101699,1.74700605685273,2
5,1,3,2,1,-0.11878352357100089,0.20358189429680815,3
4,2,4,1,1,-0.7335758955804085,1.3596980038799344,2
4,1,4,2,2,0.1757389924671438,0.24608059866526671,2
5,1,1,2,2,0.7724843238763723,-1.5512464567540654,2
3,1,3,3,3,1.2967129134460968,-1.473811812923432,3
2,2,4,2,2,-0.0716804659697391,0.003999868423931804,2
3,3,2,2,1,0.23570112227132858,-0.2924017288079369,3
4,2,3,2,2,0.7776430967463562,-0.007822294198143334,3
2,1,3,2,2,-0.5359177302080068,-1.1752300179992938,2
3,2,3,2,1,-0.3662029820078838,-0.03849883594452679,2
5,3,3,1,2,1.0121742874530437,1.1364716527629077,3
2,1,2,1,2,-1.1558688750873984,-1.5625380709720893,1
2,1,2,1,1,-1.909469882493827,-1.2408424992078513,2
3,2,4,1,2,-0.37021995952179143,0.6856303186050752,2
3,2,2,3,2,1.145016010318881,-1.4060191340226045,4
3,1,5,2,2,-0.28333949890113996,0.6102748747979632,2
3,2,3,2,2,0.3873980253985447,-0.3601944077087647,3
3,2,2,2,2,0.45623144541901706,-1.0767607973520823,2
4,2,3,2,2,0.7776430967463562,-0.007822294198143334,3
1,1,5,2,2,-1.063829641596763,-0.09446935222327935,1
3,2,5,1,1,-1.1926543869486923,1.7238922800126308,3
2,2,4,1,2,-0.7604650308696029,0.33325820509445375,3
5,4,5,1,1,0.6539771242644108,3.353963500593688,3
3,2,3,3,1,0.32258158289198,-0.3677571726150487,3
4,2,4,2,2,0.7088096767258839,0.7087440954451745,3
3,2,3,2,2,0.3873980253985447,-0.3601944077087647,2
5,5,5,5,5,6.95659009774832,1.212811363634557,5
3,2,3,2,2,0.3873980253985447,-0.3601944077087647,3
2,4,4,2,2,0.994460902547741,0.929326861983747,3
3,2,4,2,1,-0.43503640202835614,0.678067553698791,3
3,2,2,2,2,0.45623144541901706,-1.0767607973520823,3
3,2,4,1,1,-1.12382096692822,1.007325890369313,2
2,1,5,1,1,-2.115970142555244,0.9088566697221017,1
5,3,2,3,2,2.458576837273244,-0.23861141022145407,5
4,2,3,2,3,1.5312441041527847,-0.32951786596238125,2
4,1,5,2,1,-0.646695434959757,1.2843425600728222,1
1,1,3,1,1,-2.3685483738621107,-0.8766482230751548,2
1,1,4,2,2,-0.9949962215762905,-0.811035741866597,2
2,1,3,1,1,-1.9783033025142993,-0.5242761095645339,2
2,2,2,1,1,-1.376399198235087,-0.7781790024279437,2
3,1,2,2,1,-0.8304402462461515,-1.2177287223677522,3
5,2,4,3,2,1.787839312973559,0.7318578722852738,4
1,1,5,2,2,-1.063829641596763,-0.09446935222327935,2
2,2,4,1,1,-1.5140660382760316,0.6549537768586917,2
4,1,2,2,2,0.3134058325080884,-1.187052180621369,3
4,2,4,2,2,0.7088096767258839,0.7087440954451745,3
3,2,4,2,2,0.31856460537807235,0.35637198193455305,3
4,1,3,2,2,0.24457241248761613,-0.47048579097805104,2
5,5,5,1,1,1.1870478085231506,3.816626997373596,4
2,1,3,1,1,-1.9783033025142993,-0.5242761095645339,2
3,1,3,2,1,-0.8992736662666239,-0.5011623327244344,1
3,2,4,2,2,0.31856460537807235,0.35637198193455305,3
5,2,4,2,2,1.0990547480736954,1.0611162089557955,3
3,2,2,2,2,0.45623144541901706,-1.0767607973520823,2
5,2,3,3,3,2.61027374040046,-0.306404089122282,3
4,3,3,2,2,1.3107137810050962,0.4548412025817643,2
4,1,4,2,1,-0.5778620149392847,0.5677761704295046,2
3,2,3,2,2,0.3873980253985447,-0.3601944077087647,3
2,2,3,3,3,1.4395385263570255,-1.3635204296541457,3
3,2,2,2,2,0.45623144541901706,-1.0767607973520823,3
2,2,4,2,1,-0.8252814733761675,0.32569544018816965,2
3,1,3,2,2,-0.14567265886019537,-0.8228579044886722,4
2,2,4,2,2,-0.0716804659697391,0.003999868423931804,3
1,1,5,1,1,-2.5062152139030553,0.5564845562114805,1
2,1,4,2,2,-0.6047511502284791,-0.45866362835597596,3
4,2,3,1,1,-0.6647424755599362,0.6431316142366166,1
3,2,4,2,2,0.31856460537807235,0.35637198193455305,3
3,3,3,2,1,0.16686770225085626,0.4241646608353809,3
4,4,5,2,2,1.7061176252228916,2.350637478648307,4
3,3,3,2,1,0.16686770225085626,0.4241646608353809,4
3,2,5,3,1,0.1849147428510354,1.0653756066715867,3
